PithouseID,OriginalID,SiteID,PitNum,BuildNum,Length,Width,RecFloor,ShapeFormula,Shape,PillarPosition,PillarConfig,Rebuild,PubPeriod,PhaseStart,PhaseEnd,PhaseStartRom,PhaseEndRom,TotalPhaseRom,NumPhaseStart,NumPhaseEnd,NumPhaseMed,topo_after1,topo_after2,topo_after3,topo_after4,topo_after5,topo_after6,topo_after7,topo_after8,topo_after9,topo_after10,topo_after11,topo_after12,topo_after13,Reference,PostDataUsed,Notes,TopologyNotes
P150-1041-1,41号住居跡,S150,1041,1,4.1,4,,oval,円形もしくは楕円形,uk,5,n,加曽利E3式期,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,11,diameter,"Only postholes remaining. Size measurments are estimates. Main postholes identified on the plan drawing, but as estimated floor heights are not provided, only diameter measurments used.",
P150-1042-1,42号住居跡,S150,1042,1,5.1,4.8,,oval,uk,uk,uk,uk,中期後半,中期後半,中期後半,Middle Jomon Latter Half,Middle Jomon Latter Half,Middle Jomon Latter Half~Middle Jomon Latter Half,-4905,-4395,-4650,,,,,,,,,,,,,,11,no,Only postholes remain. Size measurements are estimates. Main postholes not identified. Dwelling shape not noted. ,
P150-1043-1,43号住居跡,S150,1043,1,5.7,4.5,,oval,楕円形,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,Only postholes remain. Size measurements are estimates. Main postholes not identified.,
P150-1044-1,44号住居跡,S150,1044,1,4.2,3.9,,oval,楕円形あるいは隅丸長方形,uk,uk,uk,中期後半,中期後半,中期後半,Middle Jomon Latter Half,Middle Jomon Latter Half,Middle Jomon Latter Half~Middle Jomon Latter Half,-4905,-4395,-4650,,,,,,,,,,,,,,11,no,"Only postholes remain. Size measurements are estimates. Main postholes are indicated on the plan drawing, but 7 posts are listed, including one post inside the dwelling. No discussion of main postholes in written portion of the report, so posthole data will be omitted.",
P150-1046-1,46号住居跡,S150,1046,1,uk,uk,,oval,uk,uk,uk,2,加曽利E2-3式期,加曽利E2式,加曽利E3式,Kasori E2,Kasori E3,Kasori E2~Kasori E3,-4860,-4540,-4700,,,,,,,,,,,,,,11,no,"Western half of dwelling unable to be excavated. Dwelling shape not listed. Although only a small section of the wall remains, the initial phase appears much smaller than the second build phase. Initial build phase size not included, and second phase measurements are estimates. Main postholes not identified, but the configuration appears to be MainWall. Dwelling shape not noted. ",P150-1046-1 rebult once
P150-1046-2,46号住居跡,S150,1046,2,5.8,5.5,,oval,uk,MainWall,uk,2,加曽利E2-3式期,加曽利E2式,加曽利E3式,Kasori E2,Kasori E3,Kasori E2~Kasori E3,-4860,-4540,-4700,P150-1046-1,,,,,,,,,,,,,11,no,"Western half of dwelling unable to be excavated. Dwelling shape not listed. Although only a small section of the wall remains, the initial phase appears much smaller than the second build phase. Initial build phase size not included, and second phase measurements are estimates. Main postholes not identified, but the configuration appears to be MainWall. Dwelling shape not noted. ",P150-1046-1 rebult once
P150-1048-1,48号住居跡,S150,1048,1,4.5,4.5,,oval,円形もしくは 楕円形,MainWall,uk,n,加曽利El式期,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,11,no,"SW portion of dwelling missing. Size measurements are estimates. Main postholes not identified, but layout appears to be MainWall.",
P150-1049-1,49号住居跡,S150,1049,1,3.6,3.4,,oval,円形もしくは 楕円形,Wall,circ,n,加曽利E3式期,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,11,no,"Southern portion of wall missing. Size measurements are estimates. Main postholes not identified, but configuration appears to be either Wall or Inset.",
P150-1050-1,50号住居跡,S150,1050,1,4,3.9,,oval,円形もしくは 楕円形,Main,4-5,n,加曽利El式期,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,11,no,"Southern portion of wall missing. Size measurements are estimates. Main postholes not identified, but configuration appears to be Inset.",P150-1050-1 built before P150-1051-1
P150-1051-1,51号住居跡,S150,1051,1,5.4,4.4,,oval,柄鏡形住居,Mirror,circ,n,加曽利El式末～2式前半期,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,P150-1050-1,,,,,,,,,,,,,11,no,"Mirror shaped dwelling. Southern portion of wall by entrance missing. Shape appears somewhat oblong. Although there are a large number of interior pits, 4 are identified as main postholes and the diameters of those are measured. ",P150-1050-1 built before P150-1051-1
P150-1054-1,54号住居跡,S150,1054,1,6,4.1,,oval,長楕円 形,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,Dwelling quite long and narrow. Southern portion of wall missing. Main postholes not identified and it is difficult to tell if the posthole configuration is Inset or a MainWall configuration.,
P150-1055-1,55号住居跡,S150,1055,1,3.1,3.1,,oval,円形もしくは楕円形,uk,uk,uk,勝坂3式期,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,11,no,Fairly small size. Only portion of wall remaining is apx 1/3 on the north side. Main postholes not identified and it is difficult to determine the posthole configuration. ,
P150-1056-1,56号住居跡,S150,1056,1,4.5,4.2,,oval,ほぽ円形,MainWall,6,2,勝坂3式期,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,11,diameter,"P150-1056-1 was rebuilt and expanded at least once. The walls for both phases are missing on the west side. Main postholes for the earlier phase are identified, but the main postholes from the subsequent phase aren't identified. Estimated floor heights at time of constructions aren't provided, so only posthole diameters are recorded.",P150-1056-1 was rebuilt once and was built before P150-1057-1
P150-1056-2,56号住居跡,S150,1056,2,6.3,5.5,,oval,楕円形,MainWall,uk,2,勝坂3式期,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,P150-1056-1,,,,,,,,,,,,,11,no,"P150-1056-1 was rebuilt and expanded at least once. The walls for both phases are missing on the west side. Main postholes for the earlier phase are identified, but the main postholes from the subsequent phase aren't identified. Estimated floor heights at time of constructions aren't provided, so only posthole diameters are recorded.",P150-1056-1 was rebuilt once and was built before P150-1057-1
P150-1057-1,57号住居跡,S150,1057,1,4.5,3.2,,oval,円形もしくは 楕円形,uk,uk,uk,勝坂3式期,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,P150-1056-1,P150-1056-2,,,,,,,,,,,,11,diameter,"P150-1057-1 was built after P150-1056-2 and is located in the western side of that dwelling. The entire dweling was unable to be excavated, but 8 main postholes are identified. As wall traces are absent, the posthole configuration is impossible to identify, although given the number of main postholes identified, it appears it would be an Inset or Wall configuration.",P150-1056-1 was rebuilt once and was built before P150-1057-1
P150-1058-1,58号住居跡,S150,1058,1,5.1,3.6,,oval,楕円形,uk,uk,uk,勝坂3式期,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,11,no,"P150-1059-1 was built covering most of P150-1058-1. The walls are still present on the north and east sides, but are obscured by P150-1059-1 elsewhere. Wall posts are present, but main posts are not identified. Unable to determine the posthole configuration. ",P150-1058-1 was built before P150-1059-1 which was rebuilt at least once.
P150-1059-1,59号住居跡,S150,1059,1,3.8,3.6,,oval,隅 丸方形もしくは楕円形,MainWall,uk,uk,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P150-1058-1,,,,,,,,,,,,,11,no,"P150-1059-1 was built covering most of P150-1058-1.The walls are missing on the south side. Main posts are not identified, but the configuration clearly consists of both main posts and wall posts.",P150-1058-1 was built before P150-1059-1 which was rebuilt at least once.
P150-1059-2,59号住居跡,S150,1059,2,3.8,3.6,,oval,隅 丸方形もしくは楕円形,MainWall,uk,uk,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P150-1058-1,P150-1059-1,,,,,,,,,,,,11,no,"P150-1059-1 was built covering most of P150-1058-1.The walls are missing on the south side. Main posts are not identified, but the configuration clearly consists of both main posts and wall posts. Overlapping postholes in the interior suggest at least one additional build phase.",P150-1058-1 was built before P150-1059-1 which was rebuilt at least once.
P150-1060-1,60号住居跡,S150,1060,1,3.2,3.2,,oval,円形もしく は楕円形,Main,6,n,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,diameter,"Only postholes remain, but those 6 appear to be main postholes. Size measurements are estimates.",
P150-1061-1,61号住居跡,S150,1061,1,3.9,3.5,,oval,円形あるいは楕円形,Pit,0,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,"No postholes present, only portion of wall on the east side. Thought that the house might have been destroyed while still occupied. Size measurements are estimates.",
P150-1062-1,62号住居跡,S150,1062,1,4,4,,oval,uk,Wall,circ,uk,加曽利E3式期～堀之内1式期,加曽利E3式,堀之内1式,Kasori E3,Horinouchi 1,Kasori E3~Horinouchi 1,-4730,-4050,-4390,,,,,,,,,,,,,,11,no,"Only small portion of the dwelling able to excavated resulting in only the NE portion being identified. Report indicates that the location of wallposts suggest a wallpost structure. Only NW portion of wall remaining. Large dwelling. Many posts along the walls, but possibility of interior main posts, although they are not specificaly identified in the report. On west side, two wall traces remain, suggesting a slight expansion on rebuild. Dwelling shape not noted. ",
P150-1063-1,63号住居跡,S150,1063,1,4.4,4.1,,oval,円形,uk,6-7,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,"Size measurements are estimates. Only postholes remain. Plan drawing identifies main postholes, but the orientation is very irregular. Not stated whether there were multiple build phases or an explanation for the irregular plan. Posthole data omitted.",
P150-1064-1,64号住居跡,S150,1064,1,uk,uk,,oval,円形,uk,6-7,2,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,"Only postholes remain. Report indicates rebuilding or expansion, but does not differentiate postholes by phase, so posthole data omitted. Size for phases not differentiated, and as an expansion is listed as a possibility, the size will be recorded as the second phase. Size measurements are indicated as estimates.",P150-1064-1 rebuilt once
P150-1064-2,64号住居跡,S150,1064,2,4.5,4.2,,oval,円形,uk,6-7,2,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,P150-1064-1,,,,,,,,,,,,,11,no,"Only postholes remain. Report indicates rebuilding or expansion, but does not differentiate postholes by phase, so posthole data omitted. Size for phases not differentiated, and as an expansion is listed as a possibility, the size will be recorded as the second phase. Size measurements are indicated as estimates.",P150-1064-1 rebuilt once
P150-1065-1,65号住居跡,S150,1065,1,4.8,4.2,,oval,楕円形,Wall,circ,uk,中期後半,中期後半,中期後半,Middle Jomon Latter Half,Middle Jomon Latter Half,Middle Jomon Latter Half~Middle Jomon Latter Half,-4905,-4395,-4650,,,,,,,,,,,,,,11,no,Only postholes present. The post locations are thought to follow the location of where the wall was. Size measurements based on estimates.,
P150-1066-1,66号住居跡,S150,1066,1,3.3,3.1,,oval,小形の円形,uk,5,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,diameter,"Only postholes remain. Thought to be a 5 post structure. Main postholes are identified, but because estimated floor heights are not provided, only diameter measurements are taken. Size measurements based on estimates.",
P150-1067-1,67号住居跡,S150,1067,1,3.3,3.3,,oval,円形,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,"Only posthole remain. Main postholes are identified in the plan drawing, but the pattern is very irregular. Report states that it's thought that the postholes are spread along the exterior, but the distance between the two walls as shown is very narrow. Posthole data omitted. Size measurements based on estimates.",
P150-1068-1,68号住居跡,S150,1068,1,4.5,4.3,,oval,円形もしくは楕円形,uk,6,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,11,no,"Only postholes remain. Thought to be a six post structure, but the main postholes are not identified. Size measurements based on estimates.",
P151-1010-1,10号住居跡,S151,1010,1,3.1,2.9,,oval,小形の円形,Pit,1,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,12,no,Single centrally located posthole. No other postholes inside the interior.,
P151-1011-1,11号住居跡,S151,1011,1,uk,uk,,oval,uk,MainWall,uk,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,"Only NW portion of wall remaining. Large dwelling. Many posts along the walls, but possibility of interior main posts, although they are not specificaly identified in the report. On west side, two wall traces remain, suggesting a slight expansion on rebuild. Only one measurment for dwelling size provided, which is applied to second phase.",P151-1011-1 rebuilt once
P151-1011-2,11号住居跡,S151,1011,2,6.9,6.2,,oval,uk,MainWall,uk,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P151-1011-1,,,,,,,,,,,,,12,no,"Only NW portion of wall remaining. Large dwelling. Many posts along the walls, but possibility of interior main posts, although they are not specificaly identified in the report. On west side, two wall traces remain, suggesting a slight expansion on rebuild. Only NW portion of wall remaining. Large dwelling. Many posts along the walls, but possibility of interior main posts, although they are not specificaly identified in the report. On west side, two wall traces remain, suggesting a slight expansion on rebuild. Dwelling shape not noted. Only one measurment for dwelling size provided, which is applied to second phase. Only one measurment for dwelling size provided, which is applied to second phase.",P151-1011-1 rebuilt once
P151-1012-1,12号住居跡,S151,1012,1,5.1,4.6,,oval,隅丸長方形,Main,5,n,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,diameter,"Well preserved 5 post structure. Only 5 postholes present. Estimated floor level at time of construction not given, so only diameter measurement recorded.",
P151-1013-1,13号住居跡,S151,1013,1,5.7,5.3,,oval,円形もしくは楕円形,Main,5-6,n,加曽利El式後半～2 式前半期,加曽利E1式後半,加曽利E2式前半,Kasori E1 Late,Kasori E2 Early,Kasori E1 Late~Kasori E2 Early,-4905,-4770,-4837.5,,,,,,,,,,,,,,12,no,"SE portion of wall missing. Although there are many posthole present, report indicates a 5 or six post structure. Main postholes not identified. Uncertain if there was rebuilding present, but as report does not indicate it and the evidence is unclear, it will be treated as a single phase. Size measurment based on estimate.",
P151-1014-1,14号住居跡,S151,1014,1,uk,uk,,oval,楕円形,uk,uk,2,勝坂末～加曽利El式期,勝坂式終末,加曽利E1式,Katsuzuka End,Kasori E1,Katsuzuka End~Kasori E1,-5030,-4860,-4945,,,,,,,,,,,,,,12,no,"Well preserved. Main posts not identified. Due to large number of posts, appears it could be an Inset configuration, but wallposts are also present in some areas. Two walls identified indication a rebuild with expansion.",P151-1014-1 rebuilt once
P151-1014-2,14号住居跡,S151,1014,2,4.5,3.9,,oval,楕円形,uk,uk,2,勝坂末～加曽利El式期,勝坂式終末,加曽利E1式,Katsuzuka End,Kasori E1,Katsuzuka End~Kasori E1,-5030,-4860,-4945,P151-1014-1,,,,,,,,,,,,,12,no,"Well preserved. Main posts not identified. Due to large number of posts, appears it could be an Inset configuration, but wallposts are also present in some areas. Two walls identified indication a rebuild with expansion.",P151-1014-1 rebuilt once
P151-1015-1,15号住居跡,S151,1015,1,3.3,3.1,,oval,隅丸方形に近い楕円形,Wall,6,n,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P151-1017-1,,,,,,,,,,,,,12,diameter,"Well preserved. Identified as 6 post structure, but the posts are located adjacent to the walls inside. Estimated floor height at time of constructuion not provided, so only diameter measurements recorded. P151-1015-1 built between the two phases of P151-1017-1 and P151-1017-2.","Oldest to newest P151-1017-1, P151-1015-1, P151-1017-1"
P151-1017-1,17号住居跡,S151,1017,1,uk,uk,,oval,uk,MainWall,uk,2,加曽利E2式前半期,加曽利E2式前半,加曽利E2式前半,Kasori E2 Early,Kasori E2 Early,Kasori E2 Early~Kasori E2 Early,-4860,-4770,-4815,,,,,,,,,,,,,,12,no,"Half of the wall along the SE side missing. Two wall remains present indicating an expansion when rebuilding. Main postholes not identified, but report indicates a MainWall configuration. Size and shape of initial phase not recorded. Dwelling shape for initial phase not noted. Size measurement for later phase an estimate. P151-1015-1 built between the two phases of P151-1017-1 and P151-1017-2.","Oldest to newest P151-1017-1, P151-1015-1, P151-1017-1"
P151-1017-2,17号住居跡,S151,1017,2,4.8,4.2,,oval,隅丸方 形に近い楕円形あるいは不整円形,MainWall,uk,2,加曽利E2式前半期,加曽利E2式前半,加曽利E2式前半,Kasori E2 Early,Kasori E2 Early,Kasori E2 Early~Kasori E2 Early,-4860,-4770,-4815,P151-1017-1,P151-1015-1,,,,,,,,,,,,12,no,"Half of the wall along the SE side missing. Two wall remains present indicating an expansion when rebuilding. Main postholes not identified, but report indicates a MainWall configuration. Size and shape of initial phase not recorded. Size measurement for later phase an estimate. P151-1015-1 built between the two phases of P151-1017-1 and P151-1017-2.","Oldest to newest P151-1017-1, P151-1015-1, P151-1017-1"
P151-1022-1,22号住居跡,S151,1022,1,uk,uk,,uk,uk,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,12,no,"Only small portion remains. Report indicated a possible size of 3m by 3m, but based on the limited amount of information, the estimate is uncertain and was therefore not recorded. Main postholes not identified. Dwelling shape not noted.",
P151-1023-1,23号住居跡,S151,1023,1,3,3,,oval,uk,uk,uk,uk,中期,中期,中期,Middle Jomon,Middle Jomon,Middle Jomon~Middle Jomon,-5415,-4395,-4905,,,,,,,,,,,,,,12,no,Only Western portion of dwelling remains. Main postholes not identified.Dwelling shape not noted.,
P151-1024-1,24号住居跡,S151,1024,1,4.5,4.5,,oval,円形もしくは楕円形,Wall,circ,uk,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,"SE portion of wall missing. Postholes located in or adjacent to wall. Some overlapping posts or adjacent posts indicate possible rebuild, but report doesn't identify a second phase. Main postholes not identified.",
P151-1025-1,25号住居跡,S151,1025,1,4.5,4.5,,oval,uk,uk,uk,uk,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,Only NW portion of dwelling remains. Main postholes not identified. Dwelling shape not noted.,
P151-1026-1,26号住居跡,S151,1026,1,uk,uk,,uk,uk,uk,uk,uk,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,Only small portion of the dwelling on the North side remaining. Size and shape are uncretain. Main postholes not identified.,
P151-1027-1,27号住居跡,S151,1027,1,uk,uk,,oval,隅丸方形に近い楕円形もしくは楕円形,MainWall,4,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,diameter,"SE portion of wall missing. Main postholes identified for each phase. Only one size measurement given, and as dwelling appears to have been expanded, that measurement is applied to the second phase. No measurement for initial phase. Measurements for dwelling are estimates.",P151-1027-1 rebuilt once
P151-1027-2,27号住居跡,S151,1027,2,4.5,4.5,,oval,円形もしくは楕円形,MainWall,5,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P151-1027-1,,,,,,,,,,,,,12,diameter,"SE portion of wall missing. Main postholes identified for each phase. Only one size measurement given, and as dwelling appears to have been expanded, that measurement is applied to the second phase. No measurement for initial phase. Measurements for dwelling are estimates.",P151-1027-1 rebuilt once
P151-1028-1,28号住居跡,S151,1028,1,4.5,4.5,,oval,円形もしくは楕円形,Main,5,n,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,Eastern portion of wall missing. Main postholes not identified. Size measurements based on estimates.,
P151-1030-1,30号住居跡,S151,1030,1,4.5,4.5,,oval,隅丸方形もしくは楕円 形,uk,uk,uk,加曽利El式から2 式期,加曽利E1式,加曽利E2式,Kasori E1,Kasori E2,Kasori E1~Kasori E2,-4950,-4730,-4840,,,,,,,,,,,,,,12,no,"Southern portion of dwelling missing. Main postholes not identified, but plan seems to either be Inset or Wall. Size measurement based on estimate.",
P151-1029-1,29号住居跡,S151,1029,1,uk,uk,,oval,不整円形もしくは楕円形,uk,uk,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,"SE portion of wall missing. Main postholes not identified. Difficult to identify due to rebuild, but layout seems to either be Inset or Wall. Appears that the dwelling was slightly expanded at rebuilt, so size measurements applied to second phase. Size measurements are indicated as estimates.",P151-1029-1 rebuilt once
P151-1029-2,29号住居跡,S151,1029,2,4.9,4.7,,oval,不整円形もしくは楕円形,uk,uk,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P151-1029-1,,,,,,,,,,,,,12,no,"SE portion of wall missing. Main postholes not identified. Difficult to identify due to rebuild, but layout seems to either be Inset or Wall. Appears that the dwelling was slightly expanded at rebuilt, so size measurements applied to second phase. Size measurements are indicated as estimates.",P151-1029-1 rebuilt once
P151-1031-4.5,31号住居跡,S151,1031,1,4.5,4.5,,oval,隅丸方形,Main,circ,uk,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,Eastern portion of walls missing. Wall posts appear to either be located in the walls or slightly inset. Main postholes not identified.,
P151-1032-1,32号住居跡,S151,1032,1,uk,uk,,oval,uk,MainWall,uk,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,12,no,"Eastern portion of walls missing. Dwelling shape not indicated. Second wall section on southern end indicates a rebuild/extension. Main postholes not identified, but configuration appears to be MainWall. Size measurements based on estimates. Dwelling size data on initial phase is not given.",P151-1032-1 was rebuilt once
P151-1032-2,32号住居跡,S151,1032,2,5,4.5,,oval,uk,MainWall,uk,2,加曽利E2式期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P151-1032-1,,,,,,,,,,,,,12,no,"Eastern portion of walls missing. Dwelling shape not indicated. Second wall section on southern end indicates a rebuild/extension. Main postholes not identified, but configuration appears to be MainWall. Size measurements based on estimates. Dwelling size data on initial phase is not given.",P151-1032-1 was rebuilt once
P151-1033-1,33号住居跡,S151,1033,1,4.5,4.3,,oval,uk,Main,circ,uk,加曽利E2式前半期,加曽利E2式前半,加曽利E2式前半,Kasori E2 Early,Kasori E2 Early,Kasori E2 Early~Kasori E2 Early,-4860,-4770,-4815,,,,,,,,,,,,,,12,no,"Missing section of eastern well. Dwelling shape not indicated. Some overlap with dwelling P151-1013-1 present, but relationship unknown. Main postholes not identified.",
P152-1001-1,1号住居跡,S152,1001,1,uk,uk,,oval,不整五角形,MainWall,uk,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Significant evidence of rebuilding and expansion. Viewing the plan drawings, there appears to be at least 3 different wall sections, and overlapping postholes could indicate even further rebuilding. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1001-1 rebuilt at least twice.
P152-1001-2,1号住居跡,S152,1001,2,uk,uk,,oval,不整五角形,MainWall,uk,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1001-1,,,,,,,,,,,,,13,no,"Significant evidence of rebuilding and expansion. Viewing the plan drawings, there appears to be at least 3 different wall sections, and overlapping postholes could indicate even further rebuilding. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1001-1 rebuilt at least twice.
P152-1001-3,1号住居跡,S152,1001,3,6.8,6.2,,oval,不整五角形,MainWall,uk,3,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,P152-1001-1,P152-1001-2,,,,,,,,,,,,13,no,"Significant evidence of rebuilding and expansion. Viewing the plan drawings, there appears to be at least 3 different wall sections, and overlapping postholes could indicate even further rebuilding. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",P152-1001-1 rebuilt at least twice.
P152-1005-1,5号住居跡,S152,1005,1,5.4,3.9,,oval,不整の柄鏡形,Main,uk,n,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Report indicates an irregular mirror-shaped dwelling. Postholes are interior to the walls and no evidence of wall posts present. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
P152-1006-1,6号住居跡,S152,1006,1,uk,uk,,uk,円形,Main,uk,uk,勝坂期中葉段階から加曽利E期末期,勝坂2式,加曽利E4式,Katsuzuka 2,Kasori E4,Katsuzuka 2~Kasori E4,-5230,-4490,-4860,,,,,,,,,,,,,,13,no,"Only NW corener of wall remaining. Dwelling size estimate based on excavated area and not estimated size, so size data omitted. Main postholes not identified. Report doesn't specify specific periods, but states the settlement range was from 勝坂期中葉段階 to 加曽利E期末期. In this analysis that is treated as a starting period of 勝坂2式 an an ending period of 加曽利E4式.",
