master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_rom,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,phase_start,phase_end,phase_mean_round,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
861,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,２６号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,２７号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,２８号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,NE,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,永松 実 - 斉藤 隆　１９７６
864,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,２９号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,３０号,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,３１号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,３２号,遺存状態不良で不明,U,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,不明,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,永松 実 - 斉藤 隆　１９７６
868,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",小山台貝塚,小山台貝塚,小山台貝塚-3855,Koyamadai Shellmound,34,30,,３３号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,１号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),屈葬(crouched burial),不明,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし：MM<PCIOOOCPX///,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,吉田 格 - 肥留間 博１９６８
870,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,２号,遺存状態不良で不明,U,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,不明,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし：下顎なし,,,なし,確認できます,確認できます,なし,なし,不明,不明,不明,不明,なし,なし,不明,不明,不明,不明,なし,なし,吉田 格 - 肥留間 博１９６８
871,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,３Ａ号,遺存状態不良で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,,複葬(multiple burial),合葬(collective burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,,,,,,,,,,,,,,,吉田 格 - 肥留間 博１９６８
872,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,３Ｂ号,遺存状態不良で不明,U,小児期(6-12),6,12,6,12,1,1,1,0,0,9,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,,複葬(multiple burial),合葬(collective burial),不明,確認できます,不明,,,,,なし,,,,,,,,,,,,,,,,,吉田 格 - 肥留間 博１９６８
873,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,３Ｃ号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,,複葬(multiple burial),合葬(collective burial),不明,確認できます,不明,,,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,吉田 格 - 肥留間 博１９６８
874,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,４号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),屈葬(crouched burial),不明,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,吉田 格 - 肥留間 博１９６８
875,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,５号,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),不明,不明,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,<XMPPCIIXICPX/XX:MMMPPCXXXXXPPMMM,,,なし,確認できます,確認できます,なし,なし,なし,なし,不明,なし,なし,なし,不明,不明,なし,なし,なし,なし,吉田 格 - 肥留間 博１９６８
876,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,６号,女性,F,老年期(60-),60,70,60,70,1,0,0,0,0,65,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),屈葬(crouched burial),不明,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,//<<<///XX<<<<</:MMMPPCI//ICPPM<M,,,なし,確認できます,確認できます,あり,なし,あり,あり,なし,不明,なし,不明,不明,不明,なし,不明,なし,あり,吉田 格 - 肥留間 博１９６８
877,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,７号,遺存状態不良で不明,U,幼児期(2-5),2,5,2,5,0.25,0.25,0.25,1,1,3.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,不明,単葬(single burial),単独葬(individual burial),不明,確認できます,不明,,上顎なし　：下顎なし,,,なし,確認できます,確認できます,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,吉田 格 - 肥留間 博１９６８
878,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,８号,男性,M,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,９号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,不明,不明,単独葬(individual burial),不明,確認できます,不明,,//XPPXXXX//PP<M/:MMMPPCIXIICPPMMM,,,なし,確認できます,確認できます,なし,なし,あり,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,不明,吉田 格 - 肥留間 博１９６８
880,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",称名寺貝塚,称名寺貝塚,称名寺貝塚-3855,Shomyoji Shellmound,12,12,,土器内散乱,遺存状態不良で不明,U,新生児期(neonatal),0,0,0,0,0,0,0,1,1,0,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,不明,不明,不明,単葬(single burial),単独葬(individual burial),不明,確認できます,土器棺墓,,,,,,,,,,,,,,,,,,,,,,吉田 格 - 肥留間 博１９６８
881,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",深沢遺跡,深沢遺跡,深沢遺跡-3855,Fukazawa Site,2,2,,２０a号配石遺構出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",深沢遺跡,深沢遺跡,深沢遺跡-3855,Fukazawa Site,2,2,,２１号配石遺構出土人骨,遺存状態不良で不明,U,不明,U,U,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",神明貝塚,神明貝塚,神明貝塚-3855,Shinmei Shellmound,2,2,,１号,男性,M,熟年期(40-59),40,59,40,59,1,0,0,0,0,49.5,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),屈葬(crouched burial),SE,単葬(single burial),単独葬(individual burial),土坑内(earthen pit),確認できます,土壙（無配石）,土坑墓(earthen grave),上顎なし：XMMPPX<<XXCXX<MM,,,なし,確認できます,確認できます,なし,なし,なし,なし,なし,なし,不明,不明,不明,不明,不明,不明,あり,不明,庄和町教育委員会１９７０
884,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",神明貝塚,神明貝塚,神明貝塚-3855,Shinmei Shellmound,2,2,,２号,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,仰臥(supine),不明,S,単葬(single burial),単独葬(individual burial),土坑内(earthen pit),確認できます,土壙（無配石）,土坑墓(earthen grave),MMMPPCIIIICPPMMM:MMMPPCIIIICPPMMM,,,なし,確認できます,確認できます,なし,なし,あり,あり,不明,不明,不明,不明,不明,不明,なし,あり,不明,不明,庄和町教育委員会１９７０
917,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",曾谷貝塚,曾谷貝塚,曾谷貝塚-3855,Soya Shellmound,1,1,,１９６０年度出土人骨,女性,F,壮年期(21-39),21,39,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期(Late),Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,Late,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,下臥右側,屈葬(crouched burial),N8 7E,単葬(single burial),単独葬(individual burial),更地(empty lot),,不明,,,,,なし,,,,,,,,,,,,,,,,,馬目順一１９７６
